"","sex","birth","age","ageg","marriage","group_marriage","religion","code_job","job","income","code_region","region"
"318","male",1964,52,"middle",1,"marriage","no",261,"법률 전문가",400,1,"서울"
"319","female",1962,54,"middle",1,"marriage","yes",247,"사회복지관련 종사자",50,1,"서울"
"320","female",1991,25,"young",5,NA,"yes",NA,NA,NA,1,"서울"
"321","male",1947,69,"old",1,"marriage","yes",NA,NA,NA,1,"서울"
"322","female",1958,58,"middle",1,"marriage","yes",422,"이 미용 및 관련 서비스 종사자",NA,1,"서울"
"323","male",1976,40,"middle",1,"marriage","yes",941,"청소원 및 환경 미화원",NA,1,"서울"
"324","female",1981,35,"middle",1,"marriage","yes",254,"문리 기술 및 예능 강사",120,1,"서울"
"325","male",2008,8,"young",0,NA,"yes",NA,NA,NA,1,"서울"
"326","female",1951,65,"old",2,NA,"yes",NA,NA,NA,1,"서울"
"327","female",1933,83,"old",2,NA,"yes",NA,NA,NA,1,"서울"
"328","male",1976,40,"middle",1,"marriage","no",245,"치료사 및 의료기사",325,2,"수도권(인천/경기)"
"329","female",1977,39,"middle",1,"marriage","no",NA,NA,NA,2,"수도권(인천/경기)"
"330","male",2004,12,"young",0,NA,"no",NA,NA,NA,2,"수도권(인천/경기)"
"331","male",2007,9,"young",0,NA,"no",NA,NA,NA,2,"수도권(인천/경기)"
"332","male",1933,83,"old",1,"marriage","yes",NA,NA,NA,1,"서울"
"333","female",1936,80,"old",1,"marriage","yes",NA,NA,NA,1,"서울"
"334","male",1958,58,"middle",1,"marriage","yes",873,"자동차 운전원",162,1,"서울"
"335","female",1962,54,"middle",1,"marriage","yes",NA,NA,NA,1,"서울"
"336","male",1988,28,"young",5,NA,"yes",245,"치료사 및 의료기사",209.9,1,"서울"
"337","male",1977,39,"middle",1,"marriage","no",441,"주방장 및 조리사",324,7,"광주/전남/전북/제주도"
"338","female",1977,39,"middle",1,"marriage","no",246,"보건의료관련 종사자",162,7,"광주/전남/전북/제주도"
"339","female",2007,9,"young",0,NA,"no",NA,NA,NA,7,"광주/전남/전북/제주도"
"340","female",2009,7,"young",0,NA,"no",NA,NA,NA,7,"광주/전남/전북/제주도"
"341","male",2011,5,"young",0,NA,"no",NA,NA,NA,7,"광주/전남/전북/제주도"
"342","male",1935,81,"old",2,NA,"no",NA,NA,NA,1,"서울"
"343","male",1985,31,"middle",1,"marriage","no",312,"경영관련 사무원",185,5,"대전/충남"
"344","female",1982,34,"middle",1,"marriage","no",864,"전기 전자 부품 및 제품 조립원",320,5,"대전/충남"
"345","male",1979,37,"middle",1,"marriage","no",222,"정보시스템 개발 전문가",NA,2,"수도권(인천/경기)"
"346","female",1979,37,"middle",1,"marriage","no",NA,NA,NA,2,"수도권(인천/경기)"
"347","male",2007,9,"young",0,NA,"no",NA,NA,NA,2,"수도권(인천/경기)"
"348","female",2013,3,"young",0,NA,"no",NA,NA,NA,2,"수도권(인천/경기)"
"349","female",1946,70,"old",2,NA,"no",NA,NA,NA,2,"수도권(인천/경기)"
"350","male",1944,72,"old",1,"marriage","yes",873,"자동차 운전원",NA,1,"서울"
"351","female",1952,64,"old",1,"marriage","yes",NA,NA,NA,1,"서울"
"352","male",1944,72,"old",1,"marriage","yes",NA,NA,NA,2,"수도권(인천/경기)"
"353","female",1952,64,"old",1,"marriage","yes",NA,NA,NA,2,"수도권(인천/경기)"
"354","male",1963,53,"middle",1,"marriage","no",312,"경영관련 사무원",426.7,1,"서울"
"355","female",1968,48,"middle",1,"marriage","no",243,"간호사",303.9,1,"서울"
"356","male",2000,16,"young",0,NA,"no",NA,NA,NA,1,"서울"
"357","male",1946,70,"old",1,"marriage","no",942,"경비원 및 검표원",139,1,"서울"
"358","female",1948,68,"old",1,"marriage","yes",NA,NA,NA,1,"서울"
"359","male",1932,84,"old",1,"marriage","no",NA,NA,NA,1,"서울"
"360","female",1936,80,"old",1,"marriage","no",NA,NA,NA,1,"서울"
"361","male",1935,81,"old",1,"marriage","yes",NA,NA,NA,1,"서울"
"362","female",1942,74,"old",1,"marriage","yes",NA,NA,NA,1,"서울"
"363","male",1977,39,"middle",1,"marriage","yes",510,"영업 종사자",429.7,2,"수도권(인천/경기)"
"364","female",1979,37,"middle",1,"marriage","yes",NA,NA,NA,2,"수도권(인천/경기)"
"365","male",2006,10,"young",0,NA,"yes",NA,NA,NA,2,"수도권(인천/경기)"
"366","female",2008,8,"young",0,NA,"yes",NA,NA,NA,2,"수도권(인천/경기)"
"367","female",1930,86,"old",2,NA,"no",NA,NA,NA,1,"서울"
"368","male",1960,56,"middle",5,NA,"no",910,"건설 및 광업 단순 종사원",NA,1,"서울"
"369","female",1930,86,"old",2,NA,"yes",NA,NA,NA,1,"서울"
"370","male",1965,51,"middle",1,"marriage","no",762,"전기공",NA,1,"서울"
"371","female",1970,46,"middle",1,"marriage","no",NA,NA,NA,1,"서울"
"372","female",1995,21,"young",5,NA,"no",NA,NA,NA,1,"서울"
"373","female",2001,15,"young",0,NA,"no",NA,NA,NA,1,"서울"
"374","female",1940,76,"old",2,NA,"no",NA,NA,NA,1,"서울"
"375","female",1943,73,"old",2,NA,"yes",999,"기타 서비스관련 단순 종사원",20,1,"서울"
"376","male",1938,78,"old",1,"marriage","yes",NA,NA,NA,1,"서울"
"377","female",1946,70,"old",1,"marriage","no",NA,NA,NA,1,"서울"
"378","male",1954,62,"old",1,"marriage","no",873,"자동차 운전원",NA,1,"서울"
"379","female",1958,58,"middle",1,"marriage","no",521,"매장 판매 종사자",NA,1,"서울"
"380","male",1984,32,"middle",5,NA,"no",910,"건설 및 광업 단순 종사원",NA,1,"서울"
"381","female",1937,79,"old",2,NA,"yes",930,"제조관련 단순 종사원",NA,1,"서울"
"382","female",1962,54,"middle",2,NA,"yes",NA,NA,NA,1,"서울"
"383","female",1941,75,"old",2,NA,"yes",930,"제조관련 단순 종사원",85.42,1,"서울"
"384","male",1968,48,"middle",5,NA,"yes",952,"음식관련 단순 종사원",85.42,1,"서울"
"385","male",1965,51,"middle",1,"marriage","yes",999,"기타 서비스관련 단순 종사원",NA,1,"서울"
"386","female",1967,49,"middle",1,"marriage","yes",999,"기타 서비스관련 단순 종사원",NA,1,"서울"
"387","female",1992,24,"young",5,NA,"yes",NA,NA,NA,1,"서울"
"388","male",1995,21,"young",5,NA,"yes",NA,NA,NA,1,"서울"
"389","female",1967,49,"middle",3,"divorce","no",951,"가사 및 육아 도우미",107,1,"서울"
"390","male",1995,21,"young",5,NA,"no",952,"음식관련 단순 종사원",92,1,"서울"
"391","male",1996,20,"young",5,NA,"no",NA,NA,NA,1,"서울"
"392","female",1953,63,"old",2,NA,"yes",951,"가사 및 육아 도우미",76.8,1,"서울"
"393","male",1978,38,"middle",1,"marriage","yes",761,"전기 및 전자기기 설치 및 수리원",NA,1,"서울"
"394","female",1978,38,"middle",1,"marriage","yes",313,"회계 및 경리 사무원",193.2,1,"서울"
"395","female",2008,8,"young",0,NA,"yes",NA,NA,NA,1,"서울"
"396","female",2010,6,"young",0,NA,"yes",NA,NA,NA,1,"서울"
"397","male",1974,42,"middle",1,"marriage","no",221,"컴퓨터 하드웨어 및 통신공학 전문가",468.3,1,"서울"
"398","female",1979,37,"middle",1,"marriage","yes",313,"회계 및 경리 사무원",219.1,1,"서울"
"399","female",2007,9,"young",0,NA,"yes",NA,NA,NA,1,"서울"
"400","female",1954,62,"old",2,NA,"yes",NA,NA,NA,2,"수도권(인천/경기)"
"401","male",1944,72,"old",1,"marriage","yes",NA,NA,NA,1,"서울"
"402","female",1944,72,"old",1,"marriage","yes",NA,NA,NA,1,"서울"
"403","male",1952,64,"old",1,"marriage","no",NA,NA,NA,1,"서울"
"404","female",1956,60,"old",1,"marriage","no",NA,NA,NA,1,"서울"
"405","female",1984,32,"middle",1,"marriage","no",NA,NA,NA,5,"대전/충남"
"406","male",1983,33,"middle",1,"marriage","yes",761,"전기 및 전자기기 설치 및 수리원",300,5,"대전/충남"
"407","male",2010,6,"young",0,NA,"no",NA,NA,NA,5,"대전/충남"
"408","female",2013,3,"young",0,NA,"no",NA,NA,NA,5,"대전/충남"
"409","male",1938,78,"old",1,"marriage","yes",NA,NA,NA,1,"서울"
"410","female",1948,68,"old",1,"marriage","yes",NA,NA,NA,1,"서울"
"411","female",1942,74,"old",2,NA,"yes",NA,NA,NA,1,"서울"
"412","female",1965,51,"middle",1,"marriage","no",530,"방문 노점 및 통신 판매 관련 종사자",240,1,"서울"
"413","female",1994,22,"young",5,NA,"no",521,"매장 판매 종사자",NA,1,"서울"
"414","male",1959,57,"middle",1,"marriage","no",873,"자동차 운전원",NA,1,"서울"
"415","female",1941,75,"old",1,"marriage","yes",NA,NA,NA,1,"서울"
"416","male",1940,76,"old",1,"marriage","yes",NA,NA,NA,1,"서울"
"417","male",1953,63,"old",1,"marriage","no",942,"경비원 및 검표원",150,1,"서울"
"418","female",1959,57,"middle",1,"marriage","no",952,"음식관련 단순 종사원",NA,1,"서울"
"419","male",1932,84,"old",1,"marriage","no",NA,NA,NA,1,"서울"
"420","female",1936,80,"old",1,"marriage","no",NA,NA,NA,1,"서울"
"421","male",1960,56,"middle",1,"marriage","yes",942,"경비원 및 검표원",166,1,"서울"
"422","female",1963,53,"middle",1,"marriage","yes",951,"가사 및 육아 도우미",100,1,"서울"
"423","female",1990,26,"young",5,NA,"no",NA,NA,NA,1,"서울"
"424","male",1963,53,"middle",1,"marriage","yes",873,"자동차 운전원",NA,6,"강원/충북"
"425","female",1990,26,"young",1,"marriage","yes",NA,NA,NA,6,"강원/충북"
"426","female",2011,5,"young",0,NA,"yes",NA,NA,NA,6,"강원/충북"
"427","female",2013,3,"young",0,NA,"yes",NA,NA,NA,6,"강원/충북"
"428","male",1977,39,"middle",1,"marriage","yes",411,"경찰 소방 및 교도 관련 종사자",387.5,1,"서울"
"429","female",1978,38,"middle",1,"marriage","yes",243,"간호사",436.7,1,"서울"
"430","female",1980,36,"middle",1,"marriage","no",NA,NA,NA,7,"광주/전남/전북/제주도"
"431","female",2006,10,"young",0,NA,"yes",NA,NA,NA,1,"서울"
"432","female",1950,66,"old",2,NA,"yes",NA,NA,NA,1,"서울"
"433","female",1983,33,"middle",5,NA,"yes",313,"회계 및 경리 사무원",183.3,1,"서울"
"434","male",2008,8,"young",0,NA,"yes",NA,NA,NA,1,"서울"
"435","male",1980,36,"middle",1,"marriage","no",510,"영업 종사자",375,7,"광주/전남/전북/제주도"
"436","male",2010,6,"young",0,NA,"no",NA,NA,NA,7,"광주/전남/전북/제주도"
"437","male",2013,3,"young",0,NA,"no",NA,NA,NA,7,"광주/전남/전북/제주도"
"438","male",1948,68,"old",1,"marriage","yes",772,"건설관련 기능 종사자",220,1,"서울"
"439","female",1950,66,"old",1,"marriage","yes",941,"청소원 및 환경 미화원",30,1,"서울"
"440","female",1976,40,"middle",1,"marriage","yes",NA,NA,NA,1,"서울"
"441","male",1977,39,"middle",5,NA,"yes",NA,NA,NA,1,"서울"
"442","male",1973,43,"middle",1,"marriage","yes",231,"건축 및 토목 공학 기술자 및 시험원",330,1,"서울"
"443","male",2008,8,"young",0,NA,"yes",NA,NA,NA,1,"서울"
"444","male",1968,48,"middle",1,"marriage","no",721,"섬유 및 가죽 관련 기능 종사자",NA,1,"서울"
"445","female",1966,50,"middle",1,"marriage","no",721,"섬유 및 가죽 관련 기능 종사자",310,1,"서울"
"446","male",1998,18,"young",0,NA,"no",NA,NA,NA,1,"서울"
"447","female",2000,16,"young",0,NA,"no",NA,NA,NA,1,"서울"
"448","male",1938,78,"old",1,"marriage","no",NA,NA,NA,1,"서울"
"449","female",1946,70,"old",1,"marriage","no",951,"가사 및 육아 도우미",150,1,"서울"
"450","male",1970,46,"middle",5,NA,"no",799,"기타 기능관련 종사자",NA,1,"서울"
"451","male",1973,43,"middle",5,NA,"no",NA,NA,NA,1,"서울"
"452","male",1959,57,"middle",1,"marriage","no",910,"건설 및 광업 단순 종사원",150,1,"서울"
"453","female",1964,52,"middle",1,"marriage","no",951,"가사 및 육아 도우미",100,1,"서울"
"454","female",1986,30,"middle",5,NA,"no",313,"회계 및 경리 사무원",140,1,"서울"
"455","female",1988,28,"young",5,NA,"no",NA,NA,NA,1,"서울"
"456","male",1961,55,"middle",1,"marriage","yes",510,"영업 종사자",267,1,"서울"
"457","female",1962,54,"middle",1,"marriage","yes",NA,NA,NA,1,"서울"
"458","female",1997,19,"young",0,NA,"yes",NA,NA,NA,1,"서울"
"459","male",1998,18,"young",0,NA,"yes",NA,NA,NA,1,"서울"
"460","male",1939,77,"old",1,"marriage","yes",942,"경비원 및 검표원",NA,1,"서울"
"461","female",1940,76,"old",1,"marriage","yes",NA,NA,NA,1,"서울"
"462","male",1945,71,"old",1,"marriage","no",NA,NA,NA,1,"서울"
"463","female",1949,67,"old",1,"marriage","no",NA,NA,NA,1,"서울"
"464","male",1972,44,"middle",1,"marriage","no",873,"자동차 운전원",185,1,"서울"
"465","female",1972,44,"middle",1,"marriage","no",NA,NA,NA,1,"서울"
"466","male",2000,16,"young",0,NA,"no",NA,NA,NA,1,"서울"
"467","female",1979,37,"middle",1,"marriage","no",285,"디자이너",363.3,1,"서울"
"468","male",1978,38,"middle",1,"marriage","no",510,"영업 종사자",411.7,1,"서울"
"469","female",2010,6,"young",0,NA,"no",NA,NA,NA,1,"서울"
"470","male",1973,43,"middle",1,"marriage","no",254,"문리 기술 및 예능 강사",266,1,"서울"
"471","female",1969,47,"middle",1,"marriage","no",259,"기타 교육 전문가",408,1,"서울"
"472","female",2007,9,"young",0,NA,"yes",NA,NA,NA,1,"서울"
"473","male",2010,6,"young",0,NA,"yes",NA,NA,NA,1,"서울"
"474","male",1936,80,"old",1,"marriage","yes",NA,NA,NA,1,"서울"
"475","female",1946,70,"old",1,"marriage","yes",NA,NA,NA,1,"서울"
"476","female",1977,39,"middle",3,"divorce","yes",313,"회계 및 경리 사무원",150,2,"수도권(인천/경기)"
"477","female",2008,8,"young",0,NA,"yes",NA,NA,NA,2,"수도권(인천/경기)"
"478","male",1947,69,"old",1,"marriage","yes",942,"경비원 및 검표원",150,2,"수도권(인천/경기)"
"479","female",1949,67,"old",1,"marriage","yes",NA,NA,NA,2,"수도권(인천/경기)"
"480","male",1973,43,"middle",2,NA,"yes",743,"용접원",170,2,"수도권(인천/경기)"
"481","male",2002,14,"young",0,NA,"yes",NA,NA,NA,2,"수도권(인천/경기)"
"482","female",2004,12,"young",0,NA,"yes",NA,NA,NA,2,"수도권(인천/경기)"
"483","male",1936,80,"old",2,NA,"yes",NA,NA,NA,1,"서울"
"484","female",1957,59,"middle",3,"divorce","yes",722,"의복 제조관련 기능 종사자",162,1,"서울"
"485","female",1987,29,"young",5,NA,"yes",399,"고객 상담 및 기타 사무원",170,1,"서울"
"486","male",1991,25,"young",5,NA,"yes",NA,NA,NA,1,"서울"
"487","male",1959,57,"middle",3,"divorce","no",NA,NA,NA,1,"서울"
"488","male",1955,61,"old",1,"marriage","yes",251,"대학 교수 및 강사",70,1,"서울"
"489","female",1960,56,"middle",1,"marriage","yes",NA,NA,NA,1,"서울"
"490","male",1989,27,"young",5,NA,"yes",753,"기계장비 설치 및 정비원",270,3,"부산/경남/울산"
"491","male",1957,59,"middle",3,"divorce","no",530,"방문 노점 및 통신 판매 관련 종사자",NA,1,"서울"
"492","male",1989,27,"young",5,NA,"no",930,"제조관련 단순 종사원",164.7,1,"서울"
"493","female",1934,82,"old",2,NA,"no",NA,NA,NA,1,"서울"
"494","male",1952,64,"old",3,"divorce","no",942,"경비원 및 검표원",170,1,"서울"
"495","male",1960,56,"middle",1,"marriage","no",999,"기타 서비스관련 단순 종사원",NA,1,"서울"
"496","female",1960,56,"middle",1,"marriage","no",999,"기타 서비스관련 단순 종사원",NA,1,"서울"
"497","female",1988,28,"young",5,NA,"yes",NA,NA,NA,1,"서울"
"498","female",1993,23,"young",5,NA,"yes",521,"매장 판매 종사자",120,1,"서울"
"499","male",1972,44,"middle",1,"marriage","yes",780,"영상 및 통신 장비 관련 설치 및 수리원",419.16,1,"서울"
"500","female",1973,43,"middle",1,"marriage","yes",259,"기타 교육 전문가",204.66,1,"서울"
"501","male",2000,16,"young",0,NA,"yes",NA,NA,NA,1,"서울"
"502","female",1944,72,"old",2,NA,"yes",NA,NA,NA,1,"서울"
"503","female",1971,45,"middle",5,NA,"yes",281,"작가 기자 및 출판 전문가",NA,1,"서울"
"504","female",1976,40,"middle",1,"marriage","no",312,"경영관련 사무원",433.3,1,"서울"
"505","male",1982,34,"middle",5,NA,"yes",510,"영업 종사자",233,1,"서울"
"506","male",1973,43,"middle",1,"marriage","no",235,"전기 전자 및 기계 공학 기술자 및 시험원",800,1,"서울"
"507","male",1950,66,"old",1,"marriage","yes",873,"자동차 운전원",NA,1,"서울"
"508","female",1953,63,"old",1,"marriage","yes",941,"청소원 및 환경 미화원",96,1,"서울"
"509","male",1982,34,"middle",5,NA,"yes",252,"학교 교사",333,1,"서울"
"510","female",1937,79,"old",3,"divorce","yes",NA,NA,NA,1,"서울"
"511","male",1934,82,"old",1,"marriage","yes",NA,NA,NA,1,"서울"
"512","female",1934,82,"old",1,"marriage","yes",NA,NA,NA,1,"서울"
"513","male",1938,78,"old",2,NA,"no",NA,NA,NA,1,"서울"
"514","female",1963,53,"middle",3,"divorce","yes",442,"음식서비스 종사자",220,1,"서울"
"515","female",1992,24,"young",5,NA,"yes",NA,NA,NA,1,"서울"
"516","female",1995,21,"young",5,NA,"yes",311,"행정 사무원",218,1,"서울"
"517","male",1954,62,"old",2,NA,"no",NA,NA,NA,1,"서울"
"518","female",1994,22,"young",5,NA,"yes",NA,NA,NA,1,"서울"
"519","male",1997,19,"young",0,NA,"yes",NA,NA,NA,1,"서울"
"520","male",1965,51,"middle",1,"marriage","yes",772,"건설관련 기능 종사자",NA,1,"서울"
"521","female",1969,47,"middle",1,"marriage","yes",930,"제조관련 단순 종사원",170,1,"서울"
"522","female",1992,24,"young",5,NA,"yes",NA,NA,NA,1,"서울"
"523","female",1993,23,"young",5,NA,"yes",422,"이 미용 및 관련 서비스 종사자",120,1,"서울"
"524","female",2000,16,"young",0,NA,"yes",NA,NA,NA,1,"서울"
"525","male",1970,46,"middle",1,"marriage","yes",873,"자동차 운전원",280,1,"서울"
"526","female",1971,45,"middle",1,"marriage","yes",930,"제조관련 단순 종사원",193,1,"서울"
"527","female",2001,15,"young",0,NA,"yes",NA,NA,NA,1,"서울"
"528","female",2003,13,"young",0,NA,"yes",NA,NA,NA,1,"서울"
"529","female",1944,72,"old",3,"divorce","yes",941,"청소원 및 환경 미화원",17,1,"서울"
"530","female",1950,66,"old",3,"divorce","yes",930,"제조관련 단순 종사원",80.4,1,"서울"
"531","male",1971,45,"middle",2,NA,"no",149,"기타 건설 전기 및 생산 관련 관리자",138,1,"서울"
"532","male",1997,19,"young",0,NA,"no",NA,NA,NA,1,"서울"
"533","male",1932,84,"old",1,"marriage","yes",NA,NA,NA,1,"서울"
"534","female",1936,80,"old",1,"marriage","yes",NA,NA,NA,1,"서울"
"535","male",1957,59,"middle",1,"marriage","no",442,"음식서비스 종사자",NA,1,"서울"
"536","female",1958,58,"middle",1,"marriage","yes",441,"주방장 및 조리사",NA,1,"서울"
"537","female",1979,37,"middle",1,"marriage","no",NA,NA,NA,2,"수도권(인천/경기)"
"538","male",1983,33,"middle",5,NA,"no",442,"음식서비스 종사자",NA,1,"서울"
"539","male",1975,41,"middle",1,"marriage","no",246,"보건의료관련 종사자",311,2,"수도권(인천/경기)"
"540","female",2009,7,"young",0,NA,"no",NA,NA,NA,2,"수도권(인천/경기)"
"541","male",2012,4,"young",0,NA,"no",NA,NA,NA,2,"수도권(인천/경기)"
"542","male",1962,54,"middle",1,"marriage","no",891,"목재 및 종이 관련 기계조작원",250,1,"서울"
"543","female",1964,52,"middle",1,"marriage","no",721,"섬유 및 가죽 관련 기능 종사자",98.33,1,"서울"
"544","male",1990,26,"young",5,NA,"no",NA,NA,NA,1,"서울"
"545","male",1952,64,"old",1,"marriage","no",442,"음식서비스 종사자",NA,1,"서울"
"546","female",1957,59,"middle",1,"marriage","no",442,"음식서비스 종사자",NA,1,"서울"
"547","male",1981,35,"middle",5,NA,"no",246,"보건의료관련 종사자",506.66,1,"서울"
"548","female",1984,32,"middle",5,NA,"no",320,"금융 및 보험관련 사무 종사자",254.16,1,"서울"
"549","male",1952,64,"old",3,"divorce","no",NA,NA,NA,1,"서울"
"550","male",1929,87,"old",2,NA,"no",NA,NA,NA,1,"서울"
