"","X","sex","birth","age","ageg","marriage","group_marriage","religion","code_job","job","income","code_region","region"
"632",632,"male",1988,28,"young",5,NA,"yes",530,"방문 노점 및 통신 판매 관련 종사자",150,1,"서울"
"633",633,"male",1969,47,"middle",1,"marriage","no",773,"건축마감관련 기능 종사자",373.83,1,"서울"
"638",638,"male",1979,37,"middle",1,"marriage","no",221,"컴퓨터 하드웨어 및 통신공학 전문가",250,2,"수도권(인천/경기)"
"640",640,"male",2012,4,"young",0,NA,"no",NA,NA,NA,2,"수도권(인천/경기)"
"642",642,"male",1982,34,"middle",5,NA,"yes",442,"음식서비스 종사자",270.3,1,"서울"
"643",643,"male",1945,71,"old",1,"marriage","no",141,"건설 전기 및 생산 관련 관리자",NA,1,"서울"
"646",646,"male",1974,42,"middle",1,"marriage","no",521,"매장 판매 종사자",550,1,"서울"
"649",649,"male",1963,53,"middle",1,"marriage","yes",791,"공예 및 귀금속 세공원",245.3,1,"서울"
"652",652,"male",1991,25,"young",5,NA,"yes",NA,NA,NA,1,"서울"
"654",654,"male",1950,66,"old",1,"marriage","yes",NA,NA,NA,1,"서울"
"657",657,"male",1928,88,"old",1,"marriage","no",NA,NA,NA,1,"서울"
"660",660,"male",1984,32,"middle",5,NA,"no",922,"배달원",163,1,"서울"
"661",661,"male",1950,66,"old",1,"marriage","no",NA,NA,NA,6,"강원/충북"
"663",663,"male",1977,39,"middle",1,"marriage","no",271,"인사 및 경영 전문가",672,1,"서울"
"666",666,"male",2010,6,"young",0,NA,"no",NA,NA,NA,1,"서울"
"667",667,"male",1980,36,"middle",1,"marriage","no",313,"회계 및 경리 사무원",375,1,"서울"
"669",669,"male",1970,46,"middle",1,"marriage","no",312,"경영관련 사무원",610,2,"수도권(인천/경기)"
"671",671,"male",1982,34,"middle",1,"marriage","yes",761,"전기 및 전자기기 설치 및 수리원",410,2,"수도권(인천/경기)"
"675",675,"male",1975,41,"middle",5,NA,"no",773,"건축마감관련 기능 종사자",180,1,"서울"
"677",677,"male",2000,16,"young",0,NA,"yes",NA,NA,NA,1,"서울"
"678",678,"male",1963,53,"middle",1,"marriage","yes",722,"의복 제조관련 기능 종사자",215.5,1,"서울"
"685",685,"male",1932,84,"old",1,"marriage","yes",NA,NA,NA,1,"서울"
"687",687,"male",1969,47,"middle",5,NA,"yes",NA,NA,NA,1,"서울"
"692",692,"male",1978,38,"middle",1,"marriage","no",892,"인쇄 및 사진현상 관련 기계조작원",280,2,"수도권(인천/경기)"
"693",693,"male",2010,6,"young",0,NA,"no",NA,NA,NA,2,"수도권(인천/경기)"
"694",694,"male",1965,51,"middle",1,"marriage","no",235,"전기 전자 및 기계 공학 기술자 및 시험원",500,1,"서울"
"698",698,"male",1969,47,"middle",1,"marriage","no",311,"행정 사무원",503,2,"수도권(인천/경기)"
"701",701,"male",2003,13,"young",0,NA,"no",NA,NA,NA,2,"수도권(인천/경기)"
"703",703,"male",1969,47,"middle",1,"marriage","no",411,"경찰 소방 및 교도 관련 종사자",531,1,"서울"
"707",707,"male",1975,41,"middle",1,"marriage","no",852,"냉 난방 관련 설비 조작원",365.5,1,"서울"
"709",709,"male",2004,12,"young",0,NA,"no",NA,NA,NA,1,"서울"
"710",710,"male",2009,7,"young",0,NA,"no",NA,NA,NA,1,"서울"
"712",712,"male",1969,47,"middle",5,NA,"yes",NA,NA,NA,1,"서울"
"713",713,"male",1956,60,"old",1,"marriage","no",NA,NA,NA,1,"서울"
"717",717,"male",1948,68,"old",1,"marriage","yes",873,"자동차 운전원",NA,1,"서울"
"720",720,"male",1979,37,"middle",1,"marriage","no",873,"자동차 운전원",286.16,1,"서울"
"722",722,"male",2013,3,"young",0,NA,"no",NA,NA,NA,1,"서울"
"723",723,"male",1957,59,"middle",1,"marriage","yes",773,"건축마감관련 기능 종사자",NA,1,"서울"
"725",725,"male",1968,48,"middle",1,"marriage","no",871,"철도 및 전동차 기관사",520.8,1,"서울"
"727",727,"male",1999,17,"young",0,NA,"no",NA,NA,NA,1,"서울"
"728",728,"male",1958,58,"middle",2,NA,"yes",773,"건축마감관련 기능 종사자",NA,1,"서울"
"730",730,"male",1993,23,"young",5,NA,"yes",NA,NA,NA,1,"서울"
"731",731,"male",1955,61,"old",1,"marriage","no",141,"건설 전기 및 생산 관련 관리자",417,1,"서울"
"734",734,"male",1990,26,"young",5,NA,"no",NA,NA,NA,1,"서울"
"737",737,"male",1933,83,"old",1,"marriage","yes",NA,NA,NA,1,"서울"
"739",739,"male",1965,51,"middle",5,NA,"yes",NA,NA,NA,1,"서울"
"741",741,"male",1942,74,"old",3,"divorce","yes",941,"청소원 및 환경 미화원",NA,1,"서울"
"742",742,"male",1975,41,"middle",1,"marriage","no",510,"영업 종사자",393.2,1,"서울"
"744",744,"male",2007,9,"young",0,NA,"no",NA,NA,NA,1,"서울"
"746",746,"male",1952,64,"old",1,"marriage","yes",NA,NA,NA,1,"서울"
"749",749,"male",1984,32,"middle",5,NA,"yes",NA,NA,NA,1,"서울"
"750",750,"male",1935,81,"old",1,"marriage","no",NA,NA,NA,1,"서울"
"752",752,"male",1973,43,"middle",1,"marriage","yes",773,"건축마감관련 기능 종사자",NA,1,"서울"
"754",754,"male",1935,81,"old",1,"marriage","no",620,"임업관련 종사자",NA,1,"서울"
"756",756,"male",1926,90,"old",2,NA,"no",NA,NA,NA,1,"서울"
"757",757,"male",1949,67,"old",1,"marriage","yes",942,"경비원 및 검표원",100,1,"서울"
"760",760,"male",1937,79,"old",1,"marriage","yes",NA,NA,NA,1,"서울"
"765",765,"male",1954,62,"old",1,"marriage","no",941,"청소원 및 환경 미화원",185,2,"수도권(인천/경기)"
"768",768,"male",1963,53,"middle",5,NA,"yes",NA,NA,NA,1,"서울"
"769",769,"male",1968,48,"middle",5,NA,"no",773,"건축마감관련 기능 종사자",NA,1,"서울"
"772",772,"male",1993,23,"young",5,NA,"yes",NA,NA,NA,1,"서울"
"773",773,"male",1970,46,"middle",5,NA,"no",NA,NA,NA,1,"서울"
"774",774,"male",1970,46,"middle",5,NA,"no",NA,NA,NA,1,"서울"
"775",775,"male",1975,41,"middle",1,"marriage","yes",231,"건축 및 토목 공학 기술자 및 시험원",350.6,1,"서울"
"780",780,"male",1946,70,"old",1,"marriage","yes",823,"세탁관련 기계조작원",NA,1,"서울"
"783",783,"male",1978,38,"middle",1,"marriage","yes",311,"행정 사무원",405.8,1,"서울"
"785",785,"male",2010,6,"young",0,NA,"yes",NA,NA,NA,1,"서울"
"786",786,"male",1945,71,"old",1,"marriage","yes",NA,NA,NA,1,"서울"
"788",788,"male",1982,34,"middle",1,"marriage","yes",135,"정보통신관련 관리자",NA,1,"서울"
"790",790,"male",1967,49,"middle",1,"marriage","no",151,"판매 및 운송 관리자",202,1,"서울"
"792",792,"male",1995,21,"young",5,NA,"no",NA,NA,NA,1,"서울"
"795",795,"male",1947,69,"old",1,"marriage","yes",910,"건설 및 광업 단순 종사원",NA,1,"서울"
"797",797,"male",1993,23,"young",5,NA,"no",NA,NA,NA,1,"서울"
"800",800,"male",1961,55,"middle",5,NA,"no",772,"건설관련 기능 종사자",NA,1,"서울"
"801",801,"male",1932,84,"old",1,"marriage","no",NA,NA,NA,1,"서울"
"804",804,"male",1983,33,"middle",5,NA,"yes",761,"전기 및 전자기기 설치 및 수리원",150,1,"서울"
"805",805,"male",1949,67,"old",3,"divorce","yes",NA,NA,NA,1,"서울"
"807",807,"male",1945,71,"old",1,"marriage","no",NA,NA,NA,1,"서울"
"811",811,"male",1969,47,"middle",1,"marriage","no",772,"건설관련 기능 종사자",NA,1,"서울"
"815",815,"male",1945,71,"old",1,"marriage","no",NA,NA,NA,1,"서울"
"817",817,"male",1968,48,"middle",1,"marriage","no",254,"문리 기술 및 예능 강사",NA,2,"수도권(인천/경기)"
"819",819,"male",1997,19,"young",0,NA,"no",NA,NA,NA,2,"수도권(인천/경기)"
"820",820,"male",1959,57,"middle",1,"marriage","yes",873,"자동차 운전원",269,2,"수도권(인천/경기)"
"823",823,"male",1980,36,"middle",1,"marriage","no",431,"운송 서비스 종사자",407,2,"수도권(인천/경기)"
"825",825,"male",1962,54,"middle",1,"marriage","yes",259,"기타 교육 전문가",150,1,"서울"
"828",828,"male",1994,22,"young",5,NA,"yes",NA,NA,NA,1,"서울"
"829",829,"male",1935,81,"old",3,"divorce","yes",NA,NA,NA,1,"서울"
"830",830,"male",1956,60,"old",1,"marriage","yes",930,"제조관련 단순 종사원",NA,1,"서울"
"833",833,"male",1988,28,"young",5,NA,"yes",399,"고객 상담 및 기타 사무원",275,1,"서울"
"834",834,"male",1965,51,"middle",1,"marriage","no",811,"식품가공관련 기계조작원",NA,1,"서울"
"838",838,"male",1964,52,"middle",1,"marriage","yes",312,"경영관련 사무원",375.1,1,"서울"
"840",840,"male",1990,26,"young",5,NA,"yes",930,"제조관련 단순 종사원",NA,1,"서울"
"843",843,"male",1951,65,"old",3,"divorce","no",NA,NA,NA,1,"서울"
"846",846,"male",1939,77,"old",1,"marriage","no",NA,NA,NA,1,"서울"
"847",847,"male",1950,66,"old",1,"marriage","no",NA,NA,NA,1,"서울"
"851",851,"male",1978,38,"middle",1,"marriage","no",272,"금융 및 보험 전문가",373,1,"서울"
"856",856,"male",1975,41,"middle",1,"marriage","yes",441,"주방장 및 조리사",165,1,"서울"
"857",857,"male",1968,48,"middle",1,"marriage","no",873,"자동차 운전원",375,1,"서울"
"860",860,"male",1969,47,"middle",1,"marriage","no",213,"생명 및 자연 과학 관련 시험원",760,1,"서울"
"863",863,"male",1958,58,"middle",1,"marriage","no",863,"전기 전자 부품 및 제품 제조장치 조작원",250,1,"서울"
"867",867,"male",1957,59,"middle",1,"marriage","no",521,"매장 판매 종사자",NA,5,"대전/충남"
"871",871,"male",1968,48,"middle",1,"marriage","no",842,"도장 및 도금기 조작원",NA,1,"서울"
"873",873,"male",1998,18,"young",0,NA,"no",NA,NA,NA,1,"서울"
"874",874,"male",2001,15,"young",0,NA,"no",NA,NA,NA,1,"서울"
"875",875,"male",1952,64,"old",1,"marriage","yes",141,"건설 전기 및 생산 관련 관리자",295,1,"서울"
"879",879,"male",1975,41,"middle",1,"marriage","yes",NA,NA,NA,1,"서울"
"880",880,"male",2008,8,"young",0,NA,"yes",NA,NA,NA,1,"서울"
"882",882,"male",1953,63,"old",1,"marriage","no",NA,NA,NA,1,"서울"
"886",886,"male",1979,37,"middle",1,"marriage","yes",239,"기타 공학 전문가 및 관련 종사자",483,1,"서울"
"888",888,"male",1977,39,"middle",1,"marriage","no",311,"행정 사무원",210,2,"수도권(인천/경기)"
"889",889,"male",1958,58,"middle",1,"marriage","no",741,"금형 주조 및 단조원",NA,1,"서울"
"894",894,"male",1965,51,"middle",3,"divorce","no",910,"건설 및 광업 단순 종사원",NA,1,"서울"
"895",895,"male",1939,77,"old",1,"marriage","no",941,"청소원 및 환경 미화원",93.1,1,"서울"
"901",901,"male",1966,50,"middle",3,"divorce","yes",521,"매장 판매 종사자",NA,1,"서울"
"907",907,"male",1935,81,"old",1,"marriage","no",NA,NA,NA,1,"서울"
"909",909,"male",1949,67,"old",1,"marriage","no",283,"연극 영화 및 영상 전문가",100,2,"수도권(인천/경기)"
"914",914,"male",1932,84,"old",1,"marriage","no",NA,NA,NA,1,"서울"
"916",916,"male",1960,56,"middle",1,"marriage","yes",780,"영상 및 통신 장비 관련 설치 및 수리원",417,1,"서울"
"919",919,"male",1950,66,"old",1,"marriage","no",422,"이 미용 및 관련 서비스 종사자",NA,1,"서울"
"921",921,"male",1980,36,"middle",1,"marriage","no",284,"화가 사진가 및 공연예술가",336,2,"수도권(인천/경기)"
"922",922,"male",1982,34,"middle",5,NA,"no",134,"문화 예술 디자인 및 영상 관련 관리자",300,1,"서울"
"925",925,"male",2000,16,"young",0,NA,"yes",NA,NA,NA,1,"서울"
"926",926,"male",2001,15,"young",0,NA,"yes",NA,NA,NA,1,"서울"
"927",927,"male",1966,50,"middle",1,"marriage","yes",NA,NA,NA,1,"서울"
"931",931,"male",1940,76,"old",1,"marriage","no",611,"작물재배 종사자",NA,1,"서울"
"933",933,"male",1972,44,"middle",5,NA,"no",799,"기타 기능관련 종사자",178,1,"서울"
"937",937,"male",1946,70,"old",1,"marriage","yes",274,"기술영업 및 중개 관련 종사자",NA,1,"서울"
"939",939,"male",1969,47,"middle",1,"marriage","no",521,"매장 판매 종사자",285,1,"서울"
"943",943,"male",1960,56,"middle",1,"marriage","no",910,"건설 및 광업 단순 종사원",NA,1,"서울"
"945",945,"male",1942,74,"old",1,"marriage","yes",942,"경비원 및 검표원",120,1,"서울"
"947",947,"male",1952,64,"old",1,"marriage","no",521,"매장 판매 종사자",NA,1,"서울"
"950",950,"male",1976,40,"middle",1,"marriage","no",780,"영상 및 통신 장비 관련 설치 및 수리원",460.1,1,"서울"
"951",951,"male",2009,7,"young",0,NA,"no",NA,NA,NA,1,"서울"
"952",952,"male",1939,77,"old",1,"marriage","no",NA,NA,NA,1,"서울"
"956",956,"male",1986,30,"middle",1,"marriage","no",510,"영업 종사자",255,2,"수도권(인천/경기)"
"957",957,"male",1948,68,"old",1,"marriage","no",NA,NA,NA,1,"서울"
"959",959,"male",1945,71,"old",1,"marriage","yes",NA,NA,NA,1,"서울"
"961",961,"male",1957,59,"middle",1,"marriage","yes",772,"건설관련 기능 종사자",NA,1,"서울"
"964",964,"male",1983,33,"middle",5,NA,"yes",442,"음식서비스 종사자",190,1,"서울"
"967",967,"male",1939,77,"old",1,"marriage","no",NA,NA,NA,1,"서울"
"969",969,"male",1968,48,"middle",1,"marriage","yes",271,"인사 및 경영 전문가",553,1,"서울"
"972",972,"male",2000,16,"young",0,NA,"yes",NA,NA,NA,1,"서울"
"973",973,"male",1964,52,"middle",1,"marriage","yes",NA,NA,NA,1,"서울"
"976",976,"male",2002,14,"young",0,NA,"yes",NA,NA,NA,1,"서울"
"977",977,"male",1962,54,"middle",1,"marriage","yes",235,"전기 전자 및 기계 공학 기술자 및 시험원",535,1,"서울"
"980",980,"male",1943,73,"old",1,"marriage","no",NA,NA,NA,1,"서울"
"982",982,"male",1940,76,"old",1,"marriage","yes",NA,NA,NA,1,"서울"
"986",986,"male",1942,74,"old",1,"marriage","no",NA,NA,NA,1,"서울"
"988",988,"male",1975,41,"middle",1,"marriage","yes",274,"기술영업 및 중개 관련 종사자",343.3,1,"서울"
"990",990,"male",2011,5,"young",0,NA,"no",NA,NA,NA,1,"서울"
"991",991,"male",2013,3,"young",0,NA,"no",NA,NA,NA,1,"서울"
"994",994,"male",1929,87,"old",1,"marriage","no",NA,NA,NA,1,"서울"
"996",996,"male",1945,71,"old",1,"marriage","no",530,"방문 노점 및 통신 판매 관련 종사자",NA,1,"서울"
"998",998,"male",1963,53,"middle",1,"marriage","yes",873,"자동차 운전원",NA,1,"서울"
"1000",1000,"male",1955,61,"old",1,"marriage","yes",510,"영업 종사자",129,1,"서울"
"1004",1004,"male",1981,35,"middle",1,"marriage","yes",312,"경영관련 사무원",500,1,"서울"
"1005",1005,"male",1956,60,"old",1,"marriage","no",873,"자동차 운전원",492,1,"서울"
"1009",1009,"male",1970,46,"middle",1,"marriage","yes",751,"자동차 정비원",NA,5,"대전/충남"
"1011",1011,"male",1999,17,"young",0,NA,"yes",NA,NA,NA,5,"대전/충남"
"1012",1012,"male",2001,15,"young",0,NA,"yes",NA,NA,NA,5,"대전/충남"
"1014",1014,"male",1971,45,"middle",5,NA,"yes",NA,NA,NA,1,"서울"
"1016",1016,"male",1936,80,"old",1,"marriage","yes",NA,NA,NA,1,"서울"
"1020",1020,"male",1972,44,"middle",1,"marriage","yes",411,"경찰 소방 및 교도 관련 종사자",462.5,1,"서울"
"1023",1023,"male",2004,12,"young",0,NA,"yes",NA,NA,NA,1,"서울"
"1025",1025,"male",1952,64,"old",1,"marriage","no",611,"작물재배 종사자",NA,7,"광주/전남/전북/제주도"
"1026",1026,"male",1956,60,"old",1,"marriage","yes",873,"자동차 운전원",126,1,"서울"
"1030",1030,"male",1963,53,"middle",1,"marriage","yes",772,"건설관련 기능 종사자",578,1,"서울"
"1034",1034,"male",2003,13,"young",0,NA,"yes",NA,NA,NA,1,"서울"
"1035",1035,"male",1939,77,"old",1,"marriage","yes",873,"자동차 운전원",NA,1,"서울"
"1037",1037,"male",1967,49,"middle",1,"marriage","no",312,"경영관련 사무원",596.7,1,"서울"
"1039",1039,"male",1996,20,"young",5,NA,"no",NA,NA,NA,1,"서울"
"1040",1040,"male",1970,46,"middle",5,NA,"no",762,"전기공",NA,7,"광주/전남/전북/제주도"
"1042",1042,"male",1973,43,"middle",5,NA,"no",NA,NA,NA,7,"광주/전남/전북/제주도"
"1043",1043,"male",1948,68,"old",1,"marriage","no",NA,NA,NA,1,"서울"
"1044",1044,"male",1981,35,"middle",5,NA,"no",222,"정보시스템 개발 전문가",425.3,1,"서울"
"1047",1047,"male",1969,47,"middle",1,"marriage","no",312,"경영관련 사무원",650,2,"수도권(인천/경기)"
"1049",1049,"male",1998,18,"young",0,NA,"no",NA,NA,NA,2,"수도권(인천/경기)"
"1051",1051,"male",1974,42,"middle",1,"marriage","no",922,"배달원",419.7,1,"서울"
"1053",1053,"male",2005,11,"young",0,NA,"no",NA,NA,NA,1,"서울"
"1055",1055,"male",1974,42,"middle",1,"marriage","yes",274,"기술영업 및 중개 관련 종사자",708,2,"수도권(인천/경기)"
"1058",1058,"male",1971,45,"middle",1,"marriage","no",313,"회계 및 경리 사무원",458.3,1,"서울"
"1060",1060,"male",2005,11,"young",0,NA,"no",NA,NA,NA,1,"서울"
"1061",1061,"male",2007,9,"young",0,NA,"no",NA,NA,NA,1,"서울"
"1062",1062,"male",2013,3,"young",0,NA,"no",NA,NA,NA,1,"서울"
"1063",1063,"male",1969,47,"middle",1,"marriage","yes",892,"인쇄 및 사진현상 관련 기계조작원",387,2,"수도권(인천/경기)"
"1067",1067,"male",1970,46,"middle",1,"marriage","yes",221,"컴퓨터 하드웨어 및 통신공학 전문가",933.6,1,"서울"
"1069",1069,"male",1997,19,"young",0,NA,"yes",NA,NA,NA,1,"서울"
"1071",1071,"male",1962,54,"middle",1,"marriage","no",274,"기술영업 및 중개 관련 종사자",916.7,2,"수도권(인천/경기)"
"1078",1078,"male",1982,34,"middle",1,"marriage","no",510,"영업 종사자",283,2,"수도권(인천/경기)"
"1080",1080,"male",1949,67,"old",1,"marriage","yes",NA,NA,NA,1,"서울"
"1082",1082,"male",1972,44,"middle",5,NA,"yes",NA,NA,NA,1,"서울"
"1083",1083,"male",1974,42,"middle",1,"marriage","no",239,"기타 공학 전문가 및 관련 종사자",433.3,2,"수도권(인천/경기)"
"1087",1087,"male",1941,75,"old",1,"marriage","no",NA,NA,NA,1,"서울"
"1090",1090,"male",1953,63,"old",1,"marriage","yes",510,"영업 종사자",298,1,"서울"
"1092",1092,"male",1983,33,"middle",5,NA,"yes",313,"회계 및 경리 사무원",179,1,"서울"
"1093",1093,"male",1952,64,"old",1,"marriage","no",773,"건축마감관련 기능 종사자",NA,1,"서울"
"1095",1095,"male",1983,33,"middle",5,NA,"no",NA,NA,NA,1,"서울"
"1096",1096,"male",1952,64,"old",1,"marriage","no",313,"회계 및 경리 사무원",416,1,"서울"
"1098",1098,"male",1979,37,"middle",1,"marriage","no",235,"전기 전자 및 기계 공학 기술자 및 시험원",503.8,1,"서울"
"1099",1099,"male",1982,34,"middle",5,NA,"no",236,"안전 관리 및 검사원",250,1,"서울"
"1101",1101,"male",2011,5,"young",0,NA,"no",NA,NA,NA,1,"서울"
"1102",1102,"male",2011,5,"young",0,NA,"no",NA,NA,NA,1,"서울"
"1103",1103,"male",1932,84,"old",1,"marriage","yes",NA,NA,NA,1,"서울"
"1105",1105,"male",1938,78,"old",1,"marriage","yes",NA,NA,NA,1,"서울"
"1107",1107,"male",1952,64,"old",1,"marriage","yes",NA,NA,NA,1,"서울"
"1111",1111,"male",1967,49,"middle",1,"marriage","yes",312,"경영관련 사무원",1000,1,"서울"
"1115",1115,"male",1956,60,"old",1,"marriage","no",792,"배관공",200,1,"서울"
"1117",1117,"male",1986,30,"middle",5,NA,"no",521,"매장 판매 종사자",190,1,"서울"
"1118",1118,"male",1947,69,"old",1,"marriage","yes",855,"금속기계부품 조립원",166.6,1,"서울"
"1120",1120,"male",1963,53,"middle",1,"marriage","yes",248,"종교관련 종사자",250,2,"수도권(인천/경기)"
"1122",1122,"male",1995,21,"young",5,NA,"yes",NA,NA,NA,2,"수도권(인천/경기)"
"1124",1124,"male",2001,15,"young",0,NA,"yes",NA,NA,NA,2,"수도권(인천/경기)"
"1125",1125,"male",2005,11,"young",0,NA,"yes",NA,NA,NA,2,"수도권(인천/경기)"
"1126",1126,"male",1944,72,"old",1,"marriage","yes",942,"경비원 및 검표원",160,1,"서울"
"1130",1130,"male",1980,36,"middle",1,"marriage","yes",283,"연극 영화 및 영상 전문가",233.3,1,"서울"
"1137",1137,"male",1974,42,"middle",1,"marriage","no",152,"고객서비스 관리자",333.3,1,"서울"
"1138",1138,"male",1971,45,"middle",1,"marriage","no",222,"정보시스템 개발 전문가",333.3,1,"서울"
