"","X","sex","birth","age","ageg","marriage","group_marriage","religion","code_job","job","income","code_region","region"
"557",557,"female",1966,50,"middle",1,"marriage","yes",999,"기타 서비스관련 단순 종사원",NA,1,"서울"
"558",558,"female",2004,12,"young",0,NA,"yes",NA,NA,NA,1,"서울"
"559",559,"female",2004,12,"young",0,NA,"yes",NA,NA,NA,1,"서울"
"561",561,"female",1939,77,"old",1,"marriage","yes",NA,NA,NA,1,"서울"
"563",563,"female",1962,54,"middle",1,"marriage","no",521,"매장 판매 종사자",110,1,"서울"
"564",564,"female",1987,29,"young",5,NA,"no",320,"금융 및 보험관련 사무 종사자",318.33,1,"서울"
"566",566,"female",1968,48,"middle",1,"marriage","yes",NA,NA,NA,1,"서울"
"568",568,"female",1999,17,"young",0,NA,"yes",NA,NA,NA,1,"서울"
"570",570,"female",1975,41,"middle",1,"marriage","yes",442,"음식서비스 종사자",150,1,"서울"
"571",571,"female",1997,19,"young",0,NA,"yes",NA,NA,NA,1,"서울"
"573",573,"female",1942,74,"old",3,"divorce","yes",NA,NA,NA,1,"서울"
"575",575,"female",1939,77,"old",1,"marriage","yes",NA,NA,NA,1,"서울"
"576",576,"female",2008,8,"young",0,NA,"yes",NA,NA,NA,1,"서울"
"577",577,"female",2011,5,"young",0,NA,"yes",NA,NA,NA,1,"서울"
"579",579,"female",1981,35,"middle",1,"marriage","no",NA,NA,NA,2,"수도권(인천/경기)"
"580",580,"female",2007,9,"young",0,NA,"no",NA,NA,NA,2,"수도권(인천/경기)"
"582",582,"female",1943,73,"old",1,"marriage","yes",NA,NA,NA,1,"서울"
"586",586,"female",1961,55,"middle",1,"marriage","yes",951,"가사 및 육아 도우미",151.2,1,"서울"
"589",589,"female",1961,55,"middle",1,"marriage","yes",NA,NA,NA,1,"서울"
"591",591,"female",1943,73,"old",1,"marriage","yes",NA,NA,NA,1,"서울"
"593",593,"female",1983,33,"middle",1,"marriage","no",NA,NA,NA,1,"서울"
"596",596,"female",1953,63,"old",1,"marriage","yes",NA,NA,NA,1,"서울"
"597",597,"female",1918,98,"old",2,NA,"no",NA,NA,NA,1,"서울"
"598",598,"female",1946,70,"old",2,NA,"no",521,"매장 판매 종사자",NA,1,"서울"
"599",599,"female",1947,69,"old",3,"divorce","no",NA,NA,NA,1,"서울"
"602",602,"female",1935,81,"old",1,"marriage","yes",NA,NA,NA,1,"서울"
"604",604,"female",1950,66,"old",1,"marriage","no",NA,NA,NA,1,"서울"
"606",606,"female",1979,37,"middle",5,NA,"no",313,"회계 및 경리 사무원",201.66,1,"서울"
"608",608,"female",1927,89,"old",2,NA,"yes",NA,NA,NA,1,"서울"
"612",612,"female",1969,47,"middle",1,"marriage","yes",313,"회계 및 경리 사무원",301.9,1,"서울"
"615",615,"female",1932,84,"old",1,"marriage","yes",NA,NA,NA,1,"서울"
"616",616,"female",1943,73,"old",2,NA,"yes",NA,NA,NA,1,"서울"
"619",619,"female",1943,73,"old",1,"marriage","yes",NA,NA,NA,1,"서울"
"621",621,"female",1948,68,"old",1,"marriage","yes",NA,NA,NA,1,"서울"
"622",622,"female",1980,36,"middle",5,NA,"yes",285,"디자이너",313,1,"서울"
"624",624,"female",1961,55,"middle",1,"marriage","yes",422,"이 미용 및 관련 서비스 종사자",50,1,"서울"
"626",626,"female",1937,79,"old",1,"marriage","yes",NA,NA,NA,1,"서울"
"628",628,"female",1943,73,"old",1,"marriage","no",NA,NA,NA,1,"서울"
"630",630,"female",1939,77,"old",1,"marriage","yes",NA,NA,NA,1,"서울"
"631",631,"female",1958,58,"middle",1,"marriage","yes",999,"기타 서비스관련 단순 종사원",139.58,1,"서울"
"634",634,"female",1971,45,"middle",1,"marriage","no",NA,NA,NA,1,"서울"
"635",635,"female",2000,16,"young",0,NA,"no",NA,NA,NA,1,"서울"
"636",636,"female",2002,14,"young",0,NA,"no",NA,NA,NA,1,"서울"
"637",637,"female",1972,44,"middle",1,"marriage","no",239,"기타 공학 전문가 및 관련 종사자",287.5,2,"수도권(인천/경기)"
"639",639,"female",2010,6,"young",0,NA,"no",NA,NA,NA,2,"수도권(인천/경기)"
"641",641,"female",1956,60,"old",2,NA,"yes",442,"음식서비스 종사자",208.73,1,"서울"
"644",644,"female",1948,68,"old",1,"marriage","no",NA,NA,NA,1,"서울"
"645",645,"female",1954,62,"old",3,"divorce","yes",521,"매장 판매 종사자",95,2,"수도권(인천/경기)"
"647",647,"female",1974,42,"middle",1,"marriage","no",442,"음식서비스 종사자",NA,1,"서울"
"648",648,"female",2005,11,"young",0,NA,"no",NA,NA,NA,1,"서울"
"650",650,"female",1964,52,"middle",1,"marriage","yes",421,"의료 복지 관련 서비스 종사자",20,1,"서울"
"651",651,"female",1990,26,"young",5,NA,"yes",245,"치료사 및 의료기사",200.3,1,"서울"
"653",653,"female",1935,81,"old",2,NA,"yes",NA,NA,NA,1,"서울"
"655",655,"female",1953,63,"old",1,"marriage","no",NA,NA,NA,1,"서울"
"656",656,"female",1987,29,"young",1,"marriage","no",NA,NA,NA,1,"서울"
"658",658,"female",1930,86,"old",1,"marriage","no",NA,NA,NA,1,"서울"
"659",659,"female",1958,58,"middle",3,"divorce","no",930,"제조관련 단순 종사원",147.9,1,"서울"
"662",662,"female",1954,62,"old",1,"marriage","no",NA,NA,NA,6,"강원/충북"
"664",664,"female",1979,37,"middle",1,"marriage","no",313,"회계 및 경리 사무원",286.6,1,"서울"
"665",665,"female",1979,37,"middle",1,"marriage","no",NA,NA,NA,1,"서울"
"668",668,"female",1969,47,"middle",1,"marriage","no",NA,NA,NA,2,"수도권(인천/경기)"
"670",670,"female",1946,70,"old",2,NA,"yes",721,"섬유 및 가죽 관련 기능 종사자",153,1,"서울"
"672",672,"female",1982,34,"middle",1,"marriage","yes",NA,NA,NA,2,"수도권(인천/경기)"
"673",673,"female",2008,8,"young",0,NA,"yes",NA,NA,NA,2,"수도권(인천/경기)"
"674",674,"female",1949,67,"old",2,NA,"yes",941,"청소원 및 환경 미화원",67,1,"서울"
"676",676,"female",1997,19,"young",0,NA,"yes",NA,NA,NA,1,"서울"
"679",679,"female",1973,43,"middle",1,"marriage","yes",NA,NA,NA,1,"서울"
"680",680,"female",1998,18,"young",0,NA,"yes",NA,NA,NA,1,"서울"
"681",681,"female",2000,16,"young",0,NA,"yes",NA,NA,NA,1,"서울"
"682",682,"female",2004,12,"young",0,NA,"yes",NA,NA,NA,1,"서울"
"683",683,"female",2007,9,"young",0,NA,"yes",NA,NA,NA,1,"서울"
"684",684,"female",1943,73,"old",2,NA,"yes",NA,NA,NA,1,"서울"
"686",686,"female",1938,78,"old",1,"marriage","yes",NA,NA,NA,1,"서울"
"688",688,"female",1930,86,"old",2,NA,"no",NA,NA,NA,1,"서울"
"689",689,"female",1953,63,"old",3,"divorce","yes",NA,NA,NA,2,"수도권(인천/경기)"
"690",690,"female",1983,33,"middle",1,"marriage","no",NA,NA,NA,2,"수도권(인천/경기)"
"691",691,"female",2013,3,"young",0,NA,"no",NA,NA,NA,2,"수도권(인천/경기)"
"695",695,"female",1974,42,"middle",1,"marriage","no",313,"회계 및 경리 사무원",218.3,1,"서울"
"696",696,"female",2004,12,"young",0,NA,"no",NA,NA,NA,1,"서울"
"697",697,"female",2006,10,"young",0,NA,"no",NA,NA,NA,1,"서울"
"699",699,"female",1973,43,"middle",1,"marriage","yes",252,"학교 교사",465,2,"수도권(인천/경기)"
"700",700,"female",2000,16,"young",0,NA,"no",NA,NA,NA,2,"수도권(인천/경기)"
"702",702,"female",1943,73,"old",3,"divorce","no",941,"청소원 및 환경 미화원",76.1,1,"서울"
"704",704,"female",1972,44,"middle",1,"marriage","no",259,"기타 교육 전문가",140,1,"서울"
"705",705,"female",2000,16,"young",0,NA,"yes",NA,NA,NA,1,"서울"
"706",706,"female",2002,14,"young",0,NA,"yes",NA,NA,NA,1,"서울"
"708",708,"female",1976,40,"middle",1,"marriage","no",NA,NA,NA,1,"서울"
"711",711,"female",1939,77,"old",2,NA,"yes",NA,NA,NA,1,"서울"
"714",714,"female",1958,58,"middle",1,"marriage","yes",NA,NA,NA,1,"서울"
"715",715,"female",1963,53,"middle",5,NA,"no",NA,NA,NA,1,"서울"
"716",716,"female",1989,27,"young",5,NA,"no",NA,NA,NA,1,"서울"
"718",718,"female",1954,62,"old",1,"marriage","yes",NA,NA,NA,1,"서울"
"719",719,"female",1979,37,"middle",1,"marriage","no",NA,NA,NA,1,"서울"
"721",721,"female",2011,5,"young",0,NA,"no",NA,NA,NA,1,"서울"
"724",724,"female",1955,61,"old",1,"marriage","yes",NA,NA,NA,1,"서울"
"726",726,"female",1971,45,"middle",1,"marriage","no",NA,NA,NA,1,"서울"
"729",729,"female",1990,26,"young",5,NA,"yes",NA,NA,NA,1,"서울"
"732",732,"female",1962,54,"middle",1,"marriage","no",391,"통계관련 사무원",167,1,"서울"
"733",733,"female",1986,30,"middle",5,NA,"no",NA,NA,NA,1,"서울"
"735",735,"female",1950,66,"old",5,NA,"no",NA,NA,NA,1,"서울"
"736",736,"female",1930,86,"old",2,NA,"yes",NA,NA,NA,1,"서울"
"738",738,"female",1939,77,"old",1,"marriage","yes",NA,NA,NA,1,"서울"
"740",740,"female",1940,76,"old",2,NA,"yes",NA,NA,NA,1,"서울"
"743",743,"female",1980,36,"middle",1,"marriage","no",NA,NA,NA,1,"서울"
"745",745,"female",2009,7,"young",0,NA,"no",NA,NA,NA,1,"서울"
"747",747,"female",1960,56,"middle",1,"marriage","yes",NA,NA,NA,1,"서울"
"748",748,"female",1982,34,"middle",1,"marriage","yes",892,"인쇄 및 사진현상 관련 기계조작원",165.6,1,"서울"
"751",751,"female",1942,74,"old",1,"marriage","yes",NA,NA,NA,1,"서울"
"753",753,"female",1976,40,"middle",1,"marriage","yes",NA,NA,NA,1,"서울"
"755",755,"female",1941,75,"old",1,"marriage","no",NA,NA,NA,1,"서울"
"758",758,"female",1955,61,"old",1,"marriage","yes",930,"제조관련 단순 종사원",123.8,1,"서울"
"759",759,"female",1990,26,"young",5,NA,"yes",312,"경영관련 사무원",222.5,1,"서울"
"761",761,"female",1936,80,"old",1,"marriage","yes",NA,NA,NA,1,"서울"
"762",762,"female",1988,28,"young",5,NA,"no",521,"매장 판매 종사자",NA,2,"수도권(인천/경기)"
"763",763,"female",1990,26,"young",5,NA,"yes",521,"매장 판매 종사자",212,2,"수도권(인천/경기)"
"764",764,"female",1992,24,"young",5,NA,"yes",312,"경영관련 사무원",183,2,"수도권(인천/경기)"
"766",766,"female",1960,56,"middle",1,"marriage","yes",951,"가사 및 육아 도우미",NA,2,"수도권(인천/경기)"
"767",767,"female",1934,82,"old",2,NA,"yes",NA,NA,NA,1,"서울"
"770",770,"female",1945,71,"old",2,NA,"no",NA,NA,NA,1,"서울"
"771",771,"female",1991,25,"young",5,NA,"yes",313,"회계 및 경리 사무원",135,1,"서울"
"776",776,"female",1968,48,"middle",1,"marriage","yes",274,"기술영업 및 중개 관련 종사자",NA,1,"서울"
"777",777,"female",2005,11,"young",0,NA,"yes",NA,NA,NA,1,"서울"
"778",778,"female",2007,9,"young",0,NA,"yes",NA,NA,NA,1,"서울"
"779",779,"female",1971,45,"middle",5,NA,"no",131,"연구 교육 및 법률 관련 관리자",340,1,"서울"
"781",781,"female",1951,65,"old",1,"marriage","yes",999,"기타 서비스관련 단순 종사원",NA,1,"서울"
"782",782,"female",1979,37,"middle",1,"marriage","yes",311,"행정 사무원",375,1,"서울"
"784",784,"female",2007,9,"young",0,NA,"yes",NA,NA,NA,1,"서울"
"787",787,"female",1951,65,"old",1,"marriage","yes",NA,NA,NA,1,"서울"
"789",789,"female",1990,26,"young",1,"marriage","yes",313,"회계 및 경리 사무원",162,1,"서울"
"791",791,"female",1970,46,"middle",1,"marriage","no",521,"매장 판매 종사자",93,1,"서울"
"793",793,"female",1999,17,"young",0,NA,"no",NA,NA,NA,1,"서울"
"794",794,"female",1933,83,"old",2,NA,"yes",NA,NA,NA,2,"수도권(인천/경기)"
"796",796,"female",1942,74,"old",1,"marriage","yes",NA,NA,NA,1,"서울"
"798",798,"female",1995,21,"young",5,NA,"no",313,"회계 및 경리 사무원",132.5,1,"서울"
"799",799,"female",1942,74,"old",2,NA,"yes",NA,NA,NA,1,"서울"
"802",802,"female",1939,77,"old",1,"marriage","no",NA,NA,NA,1,"서울"
"803",803,"female",1978,38,"middle",5,NA,"no",313,"회계 및 경리 사무원",175,1,"서울"
"806",806,"female",1927,89,"old",2,NA,"yes",NA,NA,NA,1,"서울"
"808",808,"female",1951,65,"old",1,"marriage","yes",NA,NA,NA,1,"서울"
"809",809,"female",1965,51,"middle",3,"divorce","no",441,"주방장 및 조리사",186.8,1,"서울"
"810",810,"female",1986,30,"middle",5,NA,"no",286,"스포츠 및 레크레이션 관련 전문가",150,1,"서울"
"812",812,"female",1930,86,"old",2,NA,"no",NA,NA,NA,1,"서울"
"813",813,"female",1992,24,"young",1,"marriage","no",NA,NA,NA,1,"서울"
"814",814,"female",2014,2,"young",0,NA,"no",NA,NA,NA,1,"서울"
"816",816,"female",1949,67,"old",1,"marriage","no",NA,NA,NA,1,"서울"
"818",818,"female",1969,47,"middle",1,"marriage","no",254,"문리 기술 및 예능 강사",NA,2,"수도권(인천/경기)"
"821",821,"female",1960,56,"middle",1,"marriage","yes",941,"청소원 및 환경 미화원",30.8,2,"수도권(인천/경기)"
"822",822,"female",1986,30,"middle",1,"marriage","no",NA,NA,NA,2,"수도권(인천/경기)"
"824",824,"female",1964,52,"middle",3,"divorce","yes",521,"매장 판매 종사자",164.7,1,"서울"
"826",826,"female",1965,51,"middle",1,"marriage","yes",NA,NA,NA,1,"서울"
"827",827,"female",1991,25,"young",5,NA,"yes",NA,NA,NA,1,"서울"
"831",831,"female",1959,57,"middle",1,"marriage","yes",930,"제조관련 단순 종사원",NA,1,"서울"
"832",832,"female",1993,23,"young",5,NA,"yes",710,"식품가공관련 기능 종사자",120,1,"서울"
"835",835,"female",1965,51,"middle",1,"marriage","no",811,"식품가공관련 기계조작원",NA,1,"서울"
"836",836,"female",1992,24,"young",5,NA,"no",NA,NA,NA,1,"서울"
"837",837,"female",1996,20,"young",5,NA,"no",NA,NA,NA,1,"서울"
"839",839,"female",1966,50,"middle",1,"marriage","yes",421,"의료 복지 관련 서비스 종사자",120,1,"서울"
"841",841,"female",1997,19,"young",0,NA,"yes",NA,NA,NA,1,"서울"
"842",842,"female",1953,63,"old",3,"divorce","yes",NA,NA,NA,1,"서울"
"844",844,"female",1980,36,"middle",5,NA,"no",510,"영업 종사자",333,1,"서울"
"845",845,"female",1944,72,"old",1,"marriage","yes",530,"방문 노점 및 통신 판매 관련 종사자",NA,1,"서울"
"848",848,"female",1954,62,"old",1,"marriage","no",NA,NA,NA,1,"서울"
"849",849,"female",1984,32,"middle",1,"marriage","no",314,"비서 및 사무 보조원",195,1,"서울"
"850",850,"female",1987,29,"young",5,NA,"no",243,"간호사",233,1,"서울"
"852",852,"female",1960,56,"middle",3,"divorce","yes",951,"가사 및 육아 도우미",56,1,"서울"
"853",853,"female",1992,24,"young",5,NA,"yes",314,"비서 및 사무 보조원",135,2,"수도권(인천/경기)"
"854",854,"female",1995,21,"young",5,NA,"yes",NA,NA,NA,1,"서울"
"855",855,"female",1974,42,"middle",1,"marriage","yes",521,"매장 판매 종사자",192.5,1,"서울"
"858",858,"female",1971,45,"middle",1,"marriage","no",429,"기타 이미용 예식 및 의료보조 서비스 종사자",150,1,"서울"
"859",859,"female",1997,19,"young",0,NA,"no",NA,NA,NA,1,"서울"
"861",861,"female",1970,46,"middle",1,"marriage","no",NA,NA,NA,1,"서울"
"862",862,"female",2002,14,"young",0,NA,"no",NA,NA,NA,1,"서울"
"864",864,"female",1958,58,"middle",1,"marriage","no",NA,NA,NA,1,"서울"
"865",865,"female",1960,56,"middle",4,NA,"no",521,"매장 판매 종사자",NA,1,"서울"
"866",866,"female",1984,32,"middle",5,NA,"no",NA,NA,NA,1,"서울"
"868",868,"female",1960,56,"middle",1,"marriage","no",521,"매장 판매 종사자",NA,5,"대전/충남"
"869",869,"female",1995,21,"young",5,NA,"no",320,"금융 및 보험관련 사무 종사자",258.3,5,"대전/충남"
"870",870,"female",1995,21,"young",5,NA,"no",392,"여행 안내 및 접수 사무원",155.5,1,"서울"
"872",872,"female",1971,45,"middle",1,"marriage","yes",421,"의료 복지 관련 서비스 종사자",56,1,"서울"
"876",876,"female",1952,64,"old",1,"marriage","yes",951,"가사 및 육아 도우미",NA,1,"서울"
"877",877,"female",1978,38,"middle",1,"marriage","yes",252,"학교 교사",321,1,"서울"
"878",878,"female",1983,33,"middle",5,NA,"yes",281,"작가 기자 및 출판 전문가",NA,1,"서울"
"881",881,"female",2010,6,"young",0,NA,"yes",NA,NA,NA,1,"서울"
"883",883,"female",1960,56,"middle",1,"marriage","yes",442,"음식서비스 종사자",NA,1,"서울"
"884",884,"female",1980,36,"middle",1,"marriage","yes",NA,NA,NA,1,"서울"
"885",885,"female",1983,33,"middle",1,"marriage","yes",NA,NA,NA,2,"수도권(인천/경기)"
"887",887,"female",2010,6,"young",0,NA,"yes",NA,NA,NA,1,"서울"
"890",890,"female",1965,51,"middle",1,"marriage","no",952,"음식관련 단순 종사원",NA,1,"서울"
"891",891,"female",1993,23,"young",5,NA,"no",NA,NA,NA,1,"서울"
"892",892,"female",1995,21,"young",5,NA,"no",NA,NA,NA,1,"서울"
"893",893,"female",1932,84,"old",2,NA,"yes",NA,NA,NA,1,"서울"
"896",896,"female",1947,69,"old",1,"marriage","no",941,"청소원 및 환경 미화원",93.1,1,"서울"
"897",897,"female",1945,71,"old",2,NA,"yes",421,"의료 복지 관련 서비스 종사자",20,1,"서울"
"898",898,"female",1930,86,"old",2,NA,"yes",NA,NA,NA,1,"서울"
"899",899,"female",1937,79,"old",2,NA,"yes",NA,NA,NA,1,"서울"
"900",900,"female",1940,76,"old",2,NA,"yes",NA,NA,NA,1,"서울"
"902",902,"female",1995,21,"young",5,NA,"yes",442,"음식서비스 종사자",NA,1,"서울"
"903",903,"female",1996,20,"young",5,NA,"yes",NA,NA,NA,1,"서울"
"904",904,"female",1949,67,"old",2,NA,"yes",NA,NA,NA,1,"서울"
"905",905,"female",1945,71,"old",2,NA,"no",NA,NA,NA,1,"서울"
"906",906,"female",1930,86,"old",2,NA,"yes",NA,NA,NA,1,"서울"
"908",908,"female",1937,79,"old",1,"marriage","no",NA,NA,NA,1,"서울"
"910",910,"female",1956,60,"old",1,"marriage","yes",NA,NA,NA,2,"수도권(인천/경기)"
"911",911,"female",1979,37,"middle",5,NA,"no",NA,NA,NA,2,"수도권(인천/경기)"
"912",912,"female",1956,60,"old",3,"divorce","no",441,"주방장 및 조리사",NA,1,"서울"
"913",913,"female",1988,28,"young",5,NA,"no",521,"매장 판매 종사자",221.6,1,"서울"
"915",915,"female",1942,74,"old",1,"marriage","yes",NA,NA,NA,1,"서울"
"917",917,"female",1965,51,"middle",1,"marriage","yes",NA,NA,NA,1,"서울"
"918",918,"female",1996,20,"young",5,NA,"yes",NA,NA,NA,1,"서울"
"920",920,"female",1957,59,"middle",1,"marriage","no",NA,NA,NA,1,"서울"
"923",923,"female",1982,34,"middle",1,"marriage","no",284,"화가 사진가 및 공연예술가",83,2,"수도권(인천/경기)"
"924",924,"female",1970,46,"middle",2,NA,"yes",259,"기타 교육 전문가",77,1,"서울"
"928",928,"female",1970,46,"middle",1,"marriage","yes",951,"가사 및 육아 도우미",40,1,"서울"
"929",929,"female",1998,18,"young",0,NA,"yes",NA,NA,NA,1,"서울"
"930",930,"female",2000,16,"young",0,NA,"yes",NA,NA,NA,1,"서울"
"932",932,"female",1944,72,"old",1,"marriage","yes",NA,NA,NA,1,"서울"
"934",934,"female",1940,76,"old",2,NA,"yes",NA,NA,NA,1,"서울"
"935",935,"female",1958,58,"middle",3,"divorce","no",442,"음식서비스 종사자",199.5,1,"서울"
"936",936,"female",1984,32,"middle",5,NA,"no",314,"비서 및 사무 보조원",155,1,"서울"
"938",938,"female",1950,66,"old",1,"marriage","yes",NA,NA,NA,1,"서울"
"940",940,"female",1972,44,"middle",1,"marriage","no",441,"주방장 및 조리사",122,1,"서울"
"941",941,"female",2001,15,"young",0,NA,"no",NA,NA,NA,1,"서울"
"942",942,"female",2003,13,"young",0,NA,"no",NA,NA,NA,1,"서울"
"944",944,"female",1962,54,"middle",1,"marriage","yes",442,"음식서비스 종사자",NA,1,"서울"
"946",946,"female",1941,75,"old",1,"marriage","yes",NA,NA,NA,1,"서울"
"948",948,"female",1956,60,"old",1,"marriage","no",953,"판매관련 단순 종사원",NA,1,"서울"
"949",949,"female",1982,34,"middle",1,"marriage","no",313,"회계 및 경리 사무원",266.6,1,"서울"
"953",953,"female",1943,73,"old",1,"marriage","yes",NA,NA,NA,1,"서울"
"954",954,"female",1932,84,"old",2,NA,"yes",NA,NA,NA,2,"수도권(인천/경기)"
"955",955,"female",1990,26,"young",1,"marriage","no",247,"사회복지관련 종사자",150,2,"수도권(인천/경기)"
"958",958,"female",1952,64,"old",1,"marriage","no",941,"청소원 및 환경 미화원",119,1,"서울"
"960",960,"female",1947,69,"old",1,"marriage","yes",NA,NA,NA,1,"서울"
"962",962,"female",1962,54,"middle",1,"marriage","yes",NA,NA,NA,1,"서울"
"963",963,"female",1981,35,"middle",5,NA,"yes",391,"통계관련 사무원",100,1,"서울"
"965",965,"female",1954,62,"old",2,NA,"yes",952,"음식관련 단순 종사원",75.75,1,"서울"
"966",966,"female",1975,41,"middle",5,NA,"yes",285,"디자이너",322.58,1,"서울"
"968",968,"female",1946,70,"old",1,"marriage","yes",NA,NA,NA,1,"서울"
"970",970,"female",1969,47,"middle",1,"marriage","yes",NA,NA,NA,1,"서울"
"971",971,"female",1997,19,"young",0,NA,"yes",NA,NA,NA,1,"서울"
